0	1
1	nan
2	3.9995
3	3.4991
4	2.9989
5	2.7487
6	2.5985
7	2.4983
8	2.42677
9	2.4978
10	2.44204
11	2.3974
12	2.36084
13	2.33033
14	2.30449
15	2.28231
16	2.26307
17	2.2462
18	2.23129
19	2.21802
20	2.20613
21	2.1954
22	2.18568
23	2.17682
24	2.16871
25	2.16127
26	2.1544
27	2.14805
28	2.14215
29	2.13666
30	2.13143
31	2.15997
32	2.15439
33	2.14905
34	2.17442
35	2.16887
36	2.16363
37	2.15867
38	2.15396
39	2.14939
40	2.17079
41	2.1661
42	2.16163
43	2.15737
44	2.15329
45	2.14939
46	2.14566
47	2.14197
48	2.15981
49	2.15607
50	2.15237
51	2.1689
52	2.16517
53	2.16158
54	2.15811
55	2.15477
56	2.15154
57	2.14841
58	2.14539
59	2.14247
60	2.13964
61	2.1369
62	2.13424
63	2.13156
64	2.14483
65	2.15777
66	2.15493
67	2.15217
68	2.14948
69	2.14686
70	2.14432
71	2.14184
72	2.13943
73	2.13708
74	2.13478
75	2.13255
76	2.13027
77	2.14129
78	2.13904
79	2.13685
80	2.1347
81	2.1326
82	2.13055
83	2.12854
84	2.12658
85	2.12466
86	2.12278
87	2.12093
88	2.11913
89	2.11736
90	2.11563
91	2.11393
92	2.11227
93	2.11063
94	2.10903
95	2.10746
96	2.10592
97	2.1044
98	2.10291
99	2.10135
100	2.11001
101	2.1085
102	2.10701
103	2.10555
104	2.10401
105	2.11222
106	2.11073
107	2.10928
108	2.10784
109	2.10643
110	2.10504
111	2.10367
112	2.10233
113	2.101
114	2.09969
115	2.09841
116	2.09714
117	2.09589
118	2.09466
119	2.09344
120	2.09225
121	2.09107
122	2.0899
123	2.08875
124	2.08762
125	2.0864
126	2.0933
127	2.09215
128	2.09101
129	2.08989
130	2.08878
131	2.08768
132	2.0866
133	2.08554
134	2.08448
135	2.08344
136	2.08241
137	2.08129
138	2.08759
139	2.08654
140	2.08551
141	2.08449
142	2.08348
143	2.08248
144	2.08149
145	2.08051
146	2.07954
147	2.07859
148	2.07754
149	2.08336
150	2.08239
151	2.08143
152	2.08048
153	2.07954
154	2.07861
155	2.07769
156	2.07678
157	2.07587
158	2.07498
159	2.0741
160	2.07322
161	2.07235
162	2.07149
163	2.07064
164	2.06979
165	2.06896
166	2.06813
167	2.06731
168	2.0665
169	2.06569
170	2.06489
171	2.0641
172	2.06332
173	2.06244
174	2.06745
175	2.06665
176	2.06586
177	2.06507
178	2.06429
179	2.06342
180	2.06825
181	2.06746
182	2.06667
183	2.0659
184	2.06512
185	2.06436
186	2.0635
187	2.06813
188	2.06725
189	2.0718
190	2.07101
191	2.07023
192	2.06945
193	2.06857
194	2.07299
195	2.0721
196	2.07645
197	2.07555
198	2.07983
199	2.07901
200	2.0781
201	2.0823
202	2.08148
203	2.08066
204	2.07985
205	2.07905
206	2.07825
207	2.07746
208	2.07667
209	2.07589
210	2.07512
211	2.07435
212	2.07358
213	2.07282
214	2.07207
215	2.07132
216	2.07048
217	2.07437
218	2.07362
219	2.07287
220	2.07212
221	2.07138
222	2.07065
223	2.06992
224	2.06919
225	2.06847
226	2.06776
227	2.06704
228	2.06634
229	2.06564
230	2.06494
231	2.06424
232	2.06355
233	2.06287
234	2.06219
235	2.06151
236	2.06084
237	2.06017
238	2.0595
239	2.05884
240	2.05819
241	2.05753
242	2.05688
243	2.05624
244	2.0556
245	2.05496
246	2.05432
247	2.05369
248	2.05306
249	2.05244
250	2.05182
251	2.0511
252	2.05447
253	2.05384
254	2.05322
255	2.0526
256	2.05198
257	2.05137
258	2.05076
259	2.05015
260	2.04955
261	2.04895
262	2.04835
263	2.04775
264	2.04706
265	2.05026
266	2.04966
267	2.04906
268	2.04847
269	2.04788
270	2.04729
271	2.0467
272	2.04612
273	2.04544
274	2.04843
275	2.05149
276	2.05089
277	2.0503
278	2.0497
279	2.04911
280	2.04853
281	2.04794
282	2.04736
283	2.04678
284	2.04621
285	2.04563
286	2.04506
287	2.0445
288	2.04393
289	2.04337
290	2.04281
291	2.04225
292	2.04169
293	2.04114
294	2.04059
295	2.04004
296	2.03949
297	2.03895
298	2.03841
299	2.03787
300	2.03733
301	2.0367
302	2.03949
303	2.03895
304	2.03841
305	2.03777
306	2.04052
307	2.03998
308	2.03943
309	2.0389
310	2.03836
311	2.03783
312	2.03729
313	2.03676
314	2.03624
315	2.03571
316	2.03519
317	2.03467
318	2.03415
319	2.03363
320	2.03311
321	2.0326
322	2.03209
323	2.03158
324	2.03107
325	2.03057
326	2.03006
327	2.02956
328	2.02896
329	2.03151
330	2.031
331	2.0305
332	2.03
333	2.0295
334	2.029
335	2.0285
336	2.02801
337	2.02751
338	2.02702
339	2.02653
340	2.02605
341	2.02546
342	2.02781
343	2.03024
