firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (SYN_SENT)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (SYN_SENT)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
firefox    6429    rui   38u  IPv4 28309599      0t0  TCP BlackBear.local:38112->avocado.canonical.com:http (ESTABLISHED)
