 57  0  1  0  1  1  0  0  0  0 
  0 34  0  3  0  2  5  4  8  4 
  0  0 54  0  1  0  1  2  2  0 
  0  2  0 45  0  4  1  1  2  5 
  0  4  1  2 33  4  9  2  1  4 
  3  4  0  3  3 26  6  3  9  3 
  0  9  1  3  6  4 29  4  4  0 
  0  4  2  3  0  3  6 32 10  0 
  0  5  1  1  0  7  8  2 33  3 
  0  1  2  2  0  0  0  2  2 51 
