 47  0  5  1  1  5  1  0  0  0 
  2 27  6  2  1  3  3  3  5  8 
  5  6 16  3  2  3  4  1  5 15 
  2  9  1 25  0  5  1  3  3 11 
  4  4  5  4 13  5 15  1  3  6 
  8  4  2  5  2 15  5  3  8  8 
  5  6  1  2  3  3 24 10  4  2 
  7  4  5  4  2  3 14 15  4  2 
  2  6  3  1  0 11  7  2 24  4 
  0  2  4  6  0  3  0  0  3 42 
