 57  0  1  0  2  0  0  0  0  0 
  0 44  0  4  0  1  2  2  2  5 
  3  0 53  0  2  0  1  1  0  0 
  1  1  2 48  1  2  1  0  1  3 
  0  1  2  1 35  4 10  2  2  3 
  3  0  3  4  4 23  9  3  9  2 
  0  1  2  0  4  2 38  4  9  0 
  0  0  2  2  2  4  8 37  4  1 
  0  0  3  2  0  8  5  4 37  1 
  0  0  2  1  1  1  1  2  1 51 
