 55  1  0  0  1  2  0  0  1  0 
  0 10  0  2  2  1  4 11  7 23 
  3  0 31  1  4  0  4  6  1 10 
  1  4  0  8  1  1  1 10  3 31 
  0  3  0  1 19  3 11  3  1 19 
  4  2  1  3  2  6  4 10  9 19 
  0  5  0  4  4  1 17 11  2 16 
  0  2  0  1  3  2 15 16  7 14 
  0  3  0  2  2  3  2  7 15 26 
  0  3  0  5  0  1  2  1  5 43 
