 53  1  0  0  1  1  2  0  2  0 
  0 30  0  9  0  5  4  3  4  5 
  2  1 44  1  5  0  1  2  3  1 
  0  3  0 50  2  1  0  0  1  3 
  1  3  5  4 31  2  4  2  5  3 
  2  4  4  4  5 25  5  1  9  1 
  2  3  3  4  4  7 28  5  4  0 
  0  2  4  5  3  8  6 23  9  0 
  3  3  6  5  0 10  3  4 25  1 
  0  0  7  2  0  0  0  0  3 48 
