	@attribute File_access_class_count 7971
	@attribute Memory_class_count 1501
	@attribute Network_class_count 0
	@attribute Process_control_class_count 79
	@attribute R(lib/..) true
	@attribute R(proc/..) true
	@attribute R(usr/..) true
	@attribute Total_read 654322
	@attribute Total_recieve 0
	@attribute Total_sent 0
	@attribute Total_write 0
