	@attribute File_access_class_count 14044
	@attribute Memory_class_count 2048
	@attribute Network_class_count 288
	@attribute Process_control_class_count 72
	@attribute R(etc/..) true
	@attribute R(lib/..) true
	@attribute R(usr/..) true
	@attribute Total_read 873576
	@attribute Total_recieve 0
	@attribute Total_sent 0
	@attribute Total_write 0
	@attribute UNIX 144
	@attribute W(/..) true
